58.4888880,30.6629410,-41.9842450
56.4836350,25.3355050,-45.4702910
54.1665310,19.7400300,-48.2126080
51.5548520,14.2016430,-50.0291370
47.6726000,9.6355715,-50.0317120
44.1996080,5.6219392,-49.3543780
41.3806840,1.6024668,-48.3429410
39.0662270,-2.6742928,-46.9394840
37.0561490,-7.2166786,-44.9343380
34.8271710,-11.1802580,-41.8989330
34.8271710,-11.1802580,-41.8989330
34.1472630,-11.2574320,-36.8951230
32.6844750,-11.6265600,-33.0164530
29.6799770,-10.6222610,-27.9212910
27.0932080,-12.1707120,-23.4322170
25.0168080,-16.4481370,-19.9292160
23.5355280,-23.6416760,-17.8668480
22.6610010,-33.8041150,-17.5354390
23.8436910,-50.4589160,-21.7222460
25.0020350,-68.8283460,-26.1850030
25.0020350,-68.8283460,-26.1850030
22.9068110,-70.6601490,-23.3435400
20.8384110,-72.1273190,-19.9848980
19.0494400,-74.3071060,-16.7698710
17.3247700,-76.5771560,-13.2900100
15.6458330,-78.8332980,-9.4751158
14.0216300,-80.8642960,-5.2252398
12.4813800,-82.7886120,-0.6176287
11.0140060,-84.8303830,4.2589526
9.7068405,-86.3320080,9.5958700
9.7068405,-86.3320080,9.5958700
7.6751647,-85.9566960,16.5702130
5.7447920,-84.8579710,23.4420990
3.9155867,-83.0865100,30.2424770
2.1671009,-80.8077390,37.0654110
0.4733790,-78.0593640,43.9833760
-1.0384510,-74.0651090,50.6354330
-2.1589055,-68.3886180,56.7705960
-3.1021791,-62.2538410,63.0504760
-4.9356513,-57.8286590,70.3001020
-4.9356513,-57.8286590,70.3001020
-5.8851638,-55.3561900,76.3394240
-6.5992236,-52.7552380,82.3742680
-7.1175442,-50.1421930,88.4416200
-7.3653908,-47.2636990,94.4605710
-7.4811759,-44.6260490,100.5977000
-7.3700085,-41.8652570,106.7441000
-6.9606113,-38.7227710,112.7870500
-6.4266610,-35.7815670,118.9756500
-5.5038614,-32.3040310,124.9273400
-5.5038614,-32.3040310,124.9273400
-5.2549610,-29.8622300,128.8586100
-5.0483866,-26.9624270,132.5338400
-5.1981101,-23.9760250,136.2471600
-5.4793429,-20.4584080,139.7644000
-5.8211465,-16.2944700,143.0672000
-6.4625521,-11.6461320,146.6944700
-7.0166059,-5.9669008,150.4988700
-6.7412820,0.9912009,152.5315700
-6.3468246,7.7081928,151.7246400
11.9673820,48.6756100,-21.2269270
18.8010290,45.9442940,-20.8358540
24.1635000,42.9108240,-20.9590760
27.7322880,39.2861370,-21.3244930
29.8087750,35.5844610,-22.7042270
30.5551550,31.9978600,-25.3046460
29.8595790,28.3620190,-28.8954240
27.6282880,24.3558040,-33.0598640
24.0007380,20.8707540,-38.9744030
18.8930360,16.7207780,-45.0493350
18.8930360,16.7207780,-45.0493350
12.4242320,20.3487870,-40.6996770
7.0793648,24.4270780,-37.4771610
3.2592454,28.6344170,-34.8966790
1.0545604,32.8039890,-32.7215690
0.3533704,36.5951960,-30.4440190
1.1644500,40.2235720,-28.4011480
3.3825233,43.4979710,-26.2923980
6.9023743,46.1180040,-23.5789470
11.9673820,48.6756100,-21.2269270
23.8220180,23.6746670,-82.9036100
18.3594070,28.8482530,-87.0686340
9.5325794,34.2111360,-87.1308290
2.0112259,36.5240590,-84.1114200
-3.4083955,37.6354220,-80.8147130
-7.4022436,37.9624100,-76.9377980
-10.6985220,38.1483420,-72.6305160
-13.7382530,38.2291530,-67.7597960
-16.3643440,37.7200660,-62.0137830
-18.4481850,36.2942240,-55.2552260
-18.4481850,36.2942240,-55.2552260
-18.2059480,30.4932610,-51.9279170
-18.4091430,25.1754470,-48.4190790
-19.2954920,20.3718720,-44.7828830
-20.4357220,15.9879200,-40.9128190
-21.2278790,11.9504110,-36.6800840
-22.0033280,8.3141069,-32.1605720
-22.7654710,5.0933204,-27.3607350
-24.0982780,2.2355759,-22.3537010
-24.7484720,-0.1210613,-16.9934010
