"xpts" "ypts" "zpts"
-13.9976698693981 -18.6904601526584 0.395017634672751
-12.1648798693981 -27.3809601526584 0.896117634672752
-0.289809869398139 -27.8069601526584 1.48611763467275
12.2511901306019 -28.1903601526584 1.03561763467275
14.1595901306019 -20.1147601526584 0.25231763467275
9.64332554726853 3.86660859734164 2.33815721800608
-9.13502526474698 -16.3609555014956 3.14801996025415
-27.2516621770905 -0.464955537273747 -1.95747621148109
10.2573514942382 -19.6519601526584 2.6841630892182
-10.6736310650971 26.4623897398148 -6.24064150511219
25.4918014513566 8.05636626243598 -2.71344462947819
9.86186771680876 18.9778550197554 -3.14600133084449
-1.76474923110027 -15.4221750462754 4.76420061339615
-10.6840737277315 6.7463665140083 1.23298930133942
-12.5689604624214 -11.4800089898677 2.71942228583554
-24.6972138167666 15.121224057868 -4.61624026006409
4.0875107655225 16.5126636568654 -1.34947442881931
2.70921279726853 -27.7816574859917 1.21606563467275
-5.24098031384258 4.27913984734164 2.76699985689497
19.2019995645641 18.7330492813039 -4.8220804785348
-9.83967054347221 19.4887948473416 -2.86766199495688
12.2440926947044 -26.9357383577866 0.781438147493263
26.4554731494698 -3.57491675643195 -0.634391799289513
3.17809625305084 1.0428827044845 3.80624212446867
1.77739979161881 -9.1651143899465 5.21421424484224
21.5294578229095 14.960115231957 -3.76577159609648
23.4031955851473 11.4281998473416 -3.13265872896361
-1.67498616569444 1.5228528103046 3.61859541245053
7.77747077576315 -28.1472617655616 0.945583763705009
8.56800502421888 -0.134694195211554 3.4613389112685
2.89084044310186 22.1235628160916 -3.97158080282725
15.2493280093897 -18.7462071223553 1.25956763467275
6.97775740332913 -23.5985201526583 1.90023763467275
15.6667852918922 9.38737533121261 -0.425061397585314
-16.0964769383637 6.48745881285888 -0.00257719291345613
12.7800067972685 -8.77600459710281 3.46983059763571
-0.342327311258604 -2.63809503637929 4.57487577420763
14.6385326837934 -13.6621856845733 2.78529635807701
9.87528596393519 8.2885815140083 1.11886346800608
-4.78263094082671 28.0450175854369 -6.74153950818439
7.11542960428607 -7.48324173160573 4.68014395046223
20.1361990194908 6.20931762511941 -0.710164587549471
19.8865003346835 -4.19265811184204 1.37819518569316
-12.0755804799245 -26.3827233105531 0.638234739935909
4.35041644639133 10.8901451104995 0.842733424146435
14.5741016060117 -2.83169130019935 2.63357173303341
15.2297460628052 2.89837713547723 1.50564136348631
-15.9402531421254 18.4929325746144 -3.5641078198727
26.0685461306019 -7.24983615265836 -0.169842365327249
-12.8963205057618 -20.8081082046064 0.340135816490932
4.44256420467593 5.6544065140083 2.52005837541349
-7.07737660939814 -7.23409815265836 4.20115763467275
-7.98479159439814 -11.5973201526584 3.93463263467275
6.63055969581925 -11.4077558048323 4.77033937380319
-5.93176242258963 9.27149516649057 1.31463465594935
-1.16622538663952 12.7898467438934 0.418226255362406
-12.6597463512163 12.7183125746144 -0.794133880478765
-16.610974259642 24.4105800912441 -6.21549090191262
-27.8610028271446 4.56647928396136 -2.90254715405964
-19.5545923255385 12.0802363385697 -2.40892622497637
-21.3102001510883 20.0985853402994 -5.44655419631317
-16.6908283138426 0.886079847341638 0.888042079117195
3.70476381481239 -4.24032506493906 4.73302640660257
-15.5512411680994 -16.7892471656454 1.06517607623119
-4.46894969698435 22.871027088721 -4.17818064118932
15.2515861306019 15.5952678473416 -2.62370236532725
-2.46003263535559 -6.34873674840304 4.92644742190679
21.0984135348572 0.851778145213978 0.278670826162112
-23.2945895468175 -9.37602950749707 -0.0391162362949914
9.1054137669655 -14.5720092435675 4.0469121801273
13.0294666011901 -22.2169542703054 0.0688558699668683
-5.71768166939814 -2.30301615265836 3.98055563467275
11.2764748528241 24.3552141528972 -5.89537264310503
-11.4395487966709 -5.61563106174927 2.99560854376366
18.3199475380093 -8.92127126376948 2.0427120791172
-26.4557293138426 9.82806484734164 -3.67188097643836
-16.5011351471759 -9.84494904154725 1.71754819022831
9.85511813060186 12.9252038473416 -0.434988365327249
22.5264429607905 -14.023412982847 0.942323295050109
-3.92308529796957 -20.2388601526584 3.58794049181561
-1.94817758869638 18.1246117771662 -1.85620868111672
5.27939922151095 -18.3012619708402 4.14801036194548
-8.94337926257995 1.18659439279618 2.81788354376366
-8.3453242309366 -22.0696351526584 1.69189263467275
-17.6137949637378 -5.06617713379044 1.25537046486143
-6.78582494082671 14.4153737759131 -0.480225222470107
24.5314717632549 -10.730958111842 0.408648246917649
26.6750526306019 0.141471097341638 -1.32521153199392
-25.3835591001674 -5.18143246035067 -0.91971159609648
-2.28773337589165 -27.496636776035 1.23520984246496
0.714490352824083 -22.7788357082139 3.56631319022831
1.11671316857654 27.7045494675948 -6.70794185899814
-7.36899114476046 -27.3829818917888 0.888003141919127
-0.447306988042207 7.29822459310435 2.16835322789309
-3.10568830077069 -11.1296072114819 4.92047057584922
-12.7434143963212 -0.411321691119901 2.09478109621121
3.06549013060186 -13.7657620757353 5.0242714808266
-20.287413715552 -13.4397924603507 0.627914557749674
9.38058547943907 -4.22966712940255 3.97573391374252
26.4814953030157 4.03838984734164 -1.95802891705139
6.52668213060186 26.3488309140083 -6.45766103199392
-21.5154855836839 -0.191076479188975 -0.415872161245617
-21.8187919527315 5.88581484734164 -1.59032819866058
15.4428187020304 21.6617365140083 -5.28397919072407
19.2161501306019 -16.5982274253856 1.3088121801273
